year,state,pct_2p_vote,term2,real_gdp_pct_growth,net_approval,previous_winner_incumbent
2016,SOUTH DAKOTA,34.02814192056875,0,1.8,10,0
2016,TENNESSEE,36.37565695473801,0,1.8,10,0
2016,TEXAS,45.28677442202801,0,1.8,10,0
2016,UTAH,37.617101654588716,0,1.8,10,0
2016,VERMONT,65.18642632382037,0,1.8,10,1
2016,VIRGINIA,52.8263762771547,0,1.8,10,1
2016,WASHINGTON,58.786931200064764,0,1.8,10,1
2016,WEST VIRGINIA,27.838947748704225,0,1.8,10,0
2016,WISCONSIN,49.59201096197029,0,1.8,10,1
2016,WYOMING,24.29468037084621,0,1.8,10,0
2020,ALABAMA,62.91137483335472,1,-2.2,-6,1
2020,ALASKA,55.26184872384931,1,-2.2,-6,1
2020,ARIZONA,49.84316832087069,1,-2.2,-6,1
2020,ARKANSAS,64.21243327798315,1,-2.2,-6,1
2020,CALIFORNIA,35.09108863933243,1,-2.2,-6,0
2020,COLORADO,43.06168050769985,1,-2.2,-6,0
2020,CONNECTICUT,39.804950911922155,1,-2.2,-6,0
2020,DELAWARE,40.37325583501553,1,-2.2,-6,0
2020,DISTRICT OF COLUMBIA,5.533046152380556,1,-2.2,-6,0
2020,FLORIDA,51.694754662141555,1,-2.2,-6,1
2020,GEORGIA,49.88067033709135,1,-2.2,-6,1
2020,HAWAII,34.96733535348512,1,-2.2,-6,0
2020,IDAHO,65.87714292507788,1,-2.2,-6,1
2020,ILLINOIS,41.34095626719308,1,-2.2,-6,0
2020,INDIANA,58.19504800744296,1,-2.2,-6,1
2020,IOWA,54.183263084637055,1,-2.2,-6,1
2020,KANSAS,57.49342825563135,1,-2.2,-6,1
2020,KENTUCKY,63.20010290026297,1,-2.2,-6,1
2020,LOUISIANA,59.46444045629105,1,-2.2,-6,1
2020,MAINE,45.329595417996025,1,-2.2,-6,0
2020,MARYLAND,32.97095295290766,1,-2.2,-6,0
2020,MASSACHUSETTS,32.88445045985185,1,-2.2,-6,0
2020,MICHIGAN,48.58644065559054,1,-2.2,-6,1
2020,MINNESOTA,46.36048635143333,1,-2.2,-6,0
2020,MISSISSIPPI,58.38498582738886,1,-2.2,-6,1
2020,MISSOURI,57.835820644401444,1,-2.2,-6,1
2020,MONTANA,58.3971800920481,1,-2.2,-6,1
2020,NEBRASKA,59.784052246601725,1,-2.2,-6,1
2020,NEVADA,48.77688265995619,1,-2.2,-6,0
2020,NEW HAMPSHIRE,46.25165227840496,1,-2.2,-6,0
2020,NEW JERSEY,41.92871641320516,1,-2.2,-6,0
2020,NEW MEXICO,44.48150984828026,1,-2.2,-6,0
2020,NEW YORK,38.28316510698775,1,-2.2,-6,0
2020,NORTH CAROLINA,50.68418253318672,1,-2.2,-6,1
2020,NORTH DAKOTA,67.21740842289663,1,-2.2,-6,1
2020,OHIO,54.076697647702716,1,-2.2,-6,1
2020,OKLAHOMA,66.94003949690651,1,-2.2,-6,1
2020,OREGON,41.69284301455827,1,-2.2,-6,0
2020,PENNSYLVANIA,49.41079474065094,1,-2.2,-6,1
2020,RHODE ISLAND,39.40064011604074,1,-2.2,-6,0
2020,SOUTH CAROLINA,55.926608749582094,1,-2.2,-6,1
2020,SOUTH DAKOTA,63.4347798616815,1,-2.2,-6,1
2020,TENNESSEE,61.827770372066354,1,-2.2,-6,1
2020,TEXAS,52.83072123677953,1,-2.2,-6,1
2020,UTAH,60.69360512185163,1,-2.2,-6,1
2020,VERMONT,31.70081344719344,1,-2.2,-6,0
2020,VIRGINIA,44.84531300060009,1,-2.2,-6,0
2020,WASHINGTON,40.07449681520931,1,-2.2,-6,0
2020,WEST VIRGINIA,69.79853231392202,1,-2.2,-6,1
2020,WISCONSIN,49.680936733466005,1,-2.2,-6,1
2020,WYOMING,72.48043437558509,1,-2.2,-6,1
